text,label,language
让我们看董相国这片私宅,1,chinese
"와, 그거 진짜 필요한데? 진짜 유용하게 쓸 수 있겠다.",1,korean
"우와, 진짜 축하해. 이제 우리가 좀 더 큰 가족이 되었네요.",0,korean
"i love dolly parton. that’s all i have to say today, thanks.",0,english
"아, 그럼 행복한 고민이시군요.",0,korean
저도 그 곡 좋아합니다. 이번에 성시경 님의 음색이 정말 돋보였습니다.,0,korean
어떤 사람들은 그런 어려움도 모험이라고 생각하더군요.,0,korean
오늘은 비 올 거라던데. 그런데 내 우산을 집에 두고 왔어.,0,korean
"아, 당신은 정말 절제력이 뛰어나시네요.",1,korean
"우와, 무슨 치즈스틱이라도 만들었어?",1,korean
정말 복잡한 문제네요. 강아지와 어떻게 놀아야 할지 정말 어렵겠습니다.,1,korean
那些属于警察办案的过程,0,chinese
"발목 부상으로 인한 러닝과 퍼즐 플레이, 정말 바쁠 것 같네요.",0,korean
"아니요, 제가 그렇게 많이 먹지는 않아요. 그냥 둘 다 먹고 싶었어요.",0,korean
咱这位赵处长万一也传染这病呢,0,chinese
"아, 그럼 당신은 게임에 대해 깊이 있는 분석과 이해를 가지고 계신 거군요.",1,korean
When is the person trying to log into their apple account going to realize the texts are going to someone else's phone... It won't stop.,0,english
user الغريب ان فريدة عندها فيسبوك الصراحة,0,arabic
"그렇군요, 저는 김치전을 만들 때 자주 태워서 실패하곤 합니다.",0,korean
그럼 또 키우면 되지. 난 아직도 신경 쓸 시간이 없어서 못 키우고 있어.,0,korean
"아, 그러니까 겨울옷을 입으실 건가요?",1,korean
那以专案级别来讲,0,chinese
إوعي تفرطي في الدورارات اللي معاكيعشان نهضة خيرت الشاطر العظيمة هتمرمط الجنيه وملايين الدورارات هتأمن مستقبلك,1,arabic
그럼 컴퓨터 공부를 하면 뇌 운동이 되겠네요.,1,korean
个人英雄主义思想这么严重呢,1,chinese
روسيا تطوق مشروع باريس بشأن حلب بفيتو ومشروع جديد,0,arabic
"정말 편리하게 살아가시네요. 그런 좋은 점들이 다 있으니, 가족과 함께 사시는 분들이 정말 부러워집니다.",0,korean
在整个大工厂啊,0,chinese
你说说啊,0,chinese
他真是六亲不认了,1,chinese
"제가 재료를 고르진 않았고, 엄마가 잘 알아서 사 오셨어요.",0,korean
"워, 정말 참신한 조합이네요. 칼로리 걱정은 안 하시는군요!",0,korean
Why can't the way I feel about weed also be the same way I feel about exercising,0,english
"오, 진짜? 유튜브 보면서 운동하니까 더 잘 되겠다.",1,korean
"아, 그래서 태풍 피해 복구 봉사활동 가려는 거지.",1,korean
سويرس وممدوح حمزه وجهان لبيادة واحدة لونها وقلبها اسود,1,arabic
이건 결국 배달원한테 기부하는 거지.,0,korean
你这是让我们加班躲避相亲吧,1,chinese
谁说不是啊,1,chinese
好啊你,0,chinese
你们都不告诉我,0,chinese
我就没往前挪一步,0,chinese
في ناس من أنصار أبو إسماعيل زعلانين ونازلين شتيمة واضح إنهم محبطين عشان مش هيبقى في إعتصام ودبح عجول وكدهمعلهش اطلعوا مدينة الإنتاج تاني,1,arabic
这个默默也长着一张逃婚的脸,1,chinese
"New year, new me, noodles",0,english
"Finding it very hard to detach my love for the club and it’s lack of action over Mendy. In my opinion having anyone playing professional games with an open investigation, especially this severe is inexcusable.",0,english
"네, 정말 사람도 많고 더워서 스파를 받는 것 같아서 좋았어요.",1,korean
我来不及想太多,0,chinese
cant wait to dance with harry styles and the delta variant at their concert in november!!,1,english
对付个渣男差把自己搭进去,1,chinese
HELMET CAM BelgianGP SkyF1,0,english
"그렇게 된다면 편리할 수는 있겠지만, 다양한 문화와 역사가 사라질 수 있어서 좋지 않다고 생각합니다.",0,korean
"그래, 천천히 가 중요하잖아. 걷기로도 올림픽 갈 수 있을지도 몰라.",1,korean
"아, 저는 비 오는 날이 싫어요. 선선한 가을이나 봄 같은 날씨가 좋습니다.",0,korean
"@USER Thanks Alex, I'm happy with my results :)",0,english
I haven’t been to the roxy in a while obviously but DAMN I don’t remember it being this hot in here jesus get some AC,0,english
"그렇죠, 손님들의 특이한 요구도 다루는 일이 많았어요. 가끔 대응 매뉴얼이 필요할 정도였죠.",0,korean
I need every app to have a night mode,0,english
정말? 그럼 당신은 정말로 행운아 시네요!,1,korean
这种事情还能有人代劳吗,0,chinese
你就不能干点刑警本分的事吗,1,chinese
谢谢你们的支持,0,chinese
谁愿意听你这些夫子大义,1,chinese
"워, 부자들은 참 다르구나. 나눔까지 생각하다니!",0,korean
明白呢,0,chinese
مسيرة احرار وجدعان #المعادى الان #حاميها_حراميها #مرسي_رئيسي مكملين,1,arabic
跑到这给我收拾屋子,1,chinese
Been thinking about the vegan burger from kfc since Tuesday and I’m so mad the closest one that serves it is fuckin Wigan.,0,english
rhapsody in blue x george gershwin is such a beautiful song ahhhhhhhh,0,english
그럼 금방 부자가 되겠네요.,1,korean
ومن أمارات البلاهة الإخوانية: الفرحة بالحديث عن ضعف المعارضة وغياب البديل السياسي مع أن ذلك يستدعي الخوف لأنه يعني انفجارا عشوائيا أخطر,1,arabic
그게 진짜 재밌는데? 어차피 새로운 게임도 다시 그거로 돌아가게 될 테니까.,0,korean
三弟不要胡言乱语,0,chinese
"아, 그래요. 혼자 게임하면서 너무 행복해 보이시네요.",1,korean
امريكا وشركائها في #الناتو يحاولون الخروج من مأزق هزيمتهم في #صراع_الغاز مع #روسيا باللجوء لطاقة الرياح والطاقة ال… http,0,arabic
毁掉案卷最直接的受益人就是关宏宇,0,chinese
有火气你去区里闹去,0,chinese
"네, 제가 바빠서 무례하게 굴었으니 당신이 화를 내는 것은 당연하겠네요.",1,korean
"김성호 씨 팬클럽 회장님, 안녕하세요?",1,korean
绝对不是洁癖那么简单的事情,1,chinese
그럼 이번 겨울은 따뜻한 커피 한 잔과 함께 보내기 좋겠네요.,0,korean
user: #حلب الصمودقصة صمود في صورتينبعيون أبناء الشهباءلك الله و لقاتلك الخزي والعاروجهنم في الآخرة http,0,arabic
"오, 너 정말 세상에서 제일 이해심 많은 사람이겠다.",1,korean
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1,english
비가 오는 날도 좋아. 집에서 이불 속에 들어가서 책을 읽는 게 제일 좋아.,0,korean
getting in a crash on january 1st seemed like the worst thing in the world but i’ve just been given the fittest hire car so silver linings,0,english
我正忙着收红包呢,0,chinese
그럼 정말 좋은 운동을 하셨겠군요.,0,korean
매운 거 못 먹으면서 괜히 고생하는 거보다 그냥 슴슴한 계란찜이 낫지.,0,korean
"아, 진짜 참 대단하네요. 아직 핸드폰이 없다니, 그녀는 정말 고요한 세상에서 살고 있겠네요.",1,korean
저는 '도미노 피자'에서 주로 시키는 편이에요. 근데 가격이 조금 비싸요.,0,korean
"오호, 네가 건강 생각하면서 먹는 거 보니까 정말로 놀랍다.",1,korean
Imagine looking at your newborn baby girl and naming that shit Brogan,0,english
그럼 바비브라운은 단순히 소장용으로만 적합하겠군요.,0,korean
"네, 고객분들께 좋은 메뉴를 제공하지 못해서 죄송합니다. 오늘의 메뉴였던 포케는 처음으로 준비해 보았던 메뉴였는데 많은 분들이 맛있게 드셨다고 하셔서 기대가 컸거든요.",0,korean
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1,english
i hope u sleep maybe forever maybe not lol,1,english
你动作还挺利索的,1,chinese
"아, 그래. 너 정말로 피부 좋은 사람 중에 하나겠다.",1,korean
"나도 요리사 되고 싶었지, 이제 꿈을 이룰 수 있겠어.",1,korean
"오, 휴가가 필요하다면 백신을 맞는 것도 괜찮은 방법일 것 같군요.",1,korean
昨儿晚上,0,chinese
그럼 따뜻한 여름에 연말 분위기를 즐길 수 있으면 좋겠군요.,1,korean
كيفية تحسين أداء بطارية هواتف أندرويدhttp,0,arabic
"아, 그럼 편하게 여행하셨겠네요. 지갑 없이도.",1,korean
Just back from seeing Bridesmaids. Surprisingly the movie was really good.,0,english
그렇군요. 이렇게 많은 선택지를 주셔서 감사합니다.,0,korean
كتاب #وداد_المطوع #ثلاثة_ايام_فقط_كيفموجود في #مكتبة_آفاق #معرض_الكتاب #معرض_الكويت_الدولي_للكتاب http,0,arabic
그럼 정말 현명하신 결정을 내리셨군요.,1,korean
أنتم تجعلوا من الناموسة فيل الإخوان تنظيم منتهي,1,arabic
这倒是颇像王允的为人,0,chinese
"아, 식사를 정말로 즐기시는군요.",0,korean
"At every job I’ve ever worked, my supervisor gets frustrated that I don’t retain information immediately or that I need things to be repeated multiple times. And not only is it really disheartening to be treated like I’m not trying or that I’m stupid, it has crushed my confidence",0,english
"아, 그러니까 여러분의 청춘은 정말 즐거웠겠군요.",1,korean
user اردوغان مثل بوتين ومثل اوباما مافي فرق بينهم كلهم عصابات ومجرمين حرب,1,arabic
مشربتش من نيلها ؟ لا ولا حشرب بدي اطلع تركيا على طول ههههه انا يا جماعه صرت اكره #عادل_امام والله كنت احبه #بلح,1,arabic
什么呀,0,chinese
到时候万一鸡飞蛋打了,1,chinese
前两天跳花鼓灯那徐少爷,1,chinese
"오, 새로운 통증 경험을 즐길 수 있겠네.",0,korean
"아, 식용꽃이라면 군침도 돌겠군요.",0,korean
جْ_سِ_كِ#ابّوَقًيَسِ_الُاسِدِ_#الولايات_المتحدة#تشوركين : القوات المسلحة السورية حققت أكبر نصر معنوي لها في... http,0,arabic
追一菲你很擅长吗,1,chinese
user: معتقدات شيعيه رافضيه ليست من الأسلام بشي #شرك_الرافضه_في_عاشورا http,1,arabic
"서핑? 아, 괜찮아. 너 서핑 잘 할 것 같아.",0,korean
난 그 둘의 미스터리와 서프라이즈 요소가 좋더라.,0,korean
全炊事班最没创意俩人合作,1,chinese
i've saved so much money by not eating out during this pandemic that i might have to buy random things just to keep my account balance humbled,0,english
小老百姓,1,chinese
احمد فتفت صار مغضوب عليه بمجرد اعترضو على ميشال عون . (ديمقراطيه,1,arabic
这种本事不是用来,0,chinese
my grandma is watching the great gatsby and she said that commercials are becoming so stupid but it was a scene from the movie.,0,english
我跟你说人家大舌头说英语方便,0,chinese
什么师兄师妹,1,chinese
오 진짜? 게임 잘 안 한다니까 정말 신기하다.,0,korean
"Hey you! Yeah, YOU. You're cooler than the other side of the pillow.",0,english
"그래도 매운 음식 좋아하는 사람들에게는 김치볶음밥 딱이겠네요, 그리고 계란말이는 부드러운 스크램블드에그로 먹으면 좋겠네요.",0,korean
"와, 너 혼자만의 개인 레슨이라니 대박이다!",1,korean
아무래도 건강을 위한 투자라고 생각하면 값이 비싸지 않아 보이지 않을까요?,0,korean
"우와, 그런데 곡 하나 완성하는 건 쉽지 않았겠네요. 정말 대단하세요.",0,korean
"좋아, 우산 없이 빗속을 즐기는 건 어떨까?",1,korean
想开点啊,0,chinese
그러고 싶지만 시간이 없어요. 가족과 일에 모두 신경 쓰느라고요.,0,korean
"아하, 그럼 저도 디카페인 커피를 한 번 마셔봐야겠네요. 완전히 새로운 경험이 될 것 같습니다.",0,korean
"운동도 안 하고 팔이 아프다니, 넌 진짜 힘든 일도 없는데.",0,korean
네 부모님이 그걸 듣고 엄청 기뻐하겠네.,1,korean
对,0,chinese
"와, 그렇게 엄청나게 운동하면 체력 소모가 심하겠다.",1,korean
حلف الناتو يبحث تعزيز العلاقات مع الاتحاد الأوروبي http http,0,arabic
I think im going to treat myself to a mani-pedi this weekend.,0,english
그럼 분명히 기다리는 동안 많은 즐거움을 느낄 수 있을 것 같네요.,0,korean
الأرسناليين الي يدافعون عن فينقر وصلون لمستوى حومة تسبد ما عمري وصلته، مدرب محترم وكبير وقدير، بس خلاص ياخي كل شي له عمره! #ارحل #فاردز #طس,0,arabic
아... 그래서 그게 무슨 상관인데?,0,korean
"오, 그러니까 매운 음식을 먹는 건 주말의 특별한 이벤트인 거군요.",1,korean
seeing people post gofundmes simply so they can get their education breaks my heart,0,english
It'll all be okay in the end,0,english
不行啊,0,chinese
근데 아직도 최고 난이도는 못 깨.,0,korean
لاحظوا حماقة الصحفي:*على الطريقة الجزائرية .. أنور عشقي: القوات السعودية أنقذت سوريا من الصهاينة* http via,0,arabic
这两天的大专辩论会我没有白看,0,chinese
你要是帮这大忙,0,chinese
Here we go again! We are expecting! Our third baby is due Feb 2022! Absolutely terrified of having 2 under 2 and a 10 year old but we move baby! This is the last addition to the family so going to enjoy this for the very last time ️,0,english
"아, 정말 근사한 계획이시네요. 그런 거대한 바비큐 파티에 편의점 장비로 충분하겠죠.",1,korean
"아, 그런 사소한 실랑이가 정말 문제없이 지내는 데 큰 도움이 되었겠군요.",0,korean
"아, 건강을 생각한다기보다는 그냥 과자가 맛이 없어서 안 먹는 거겠죠?",1,korean
V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1,english
"현재 계약직 채용 공고는 없습니다. 다만, 가끔씩 인턴십 기회는 있습니다.",0,korean
그럼 일찍 퇴근해서 따뜻한 집에서 휴식을 취하는 게 어떨까요?,0,korean
还能补脑吗,1,chinese
也不怕噎死,1,chinese
"그래, 너의 적응력이야말로 참 대단하다니까.",1,korean
"아, 해산물 없는 짬뽕이라니. 정말 참신한 아이디어네요.",1,korean
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,1,english
"와, 넌 꽃게를 이미 구매한 것처럼 말하네.",0,korean
"아, 그렇군요. 그러니까 결국은 모든 고기가 건강에 좋다는 거네요.",1,korean
그럼 오늘 당신은 정말 큰 결단을 내리셨군요!,1,korean
"오, 딸기 케이크 라니, 그거 정말 행운이잖아.",1,korean
quackity stream is making me so genuinely happy rn,0,english
그래도 '어 하루'가 너에게 필요해!,0,korean
"If you aren't angry about OF banning adult content you're whorephobic, sorry not sorry. If your activism doesn't include the wants, needs &amp;desires of all marginalized groups, of which SWs *are* (&amp; often intersectionally), then you are nowhere near as 'liberal' as you believe",0,english
user @user @user اتقي الله ياشيخه ده كفايه كليب بيونسيه لوحده يدخل النار حدف,1,arabic
"오, 그러니까 집에서 꾸준히 운동하시면서 건강 유지하고 계시겠네요.",0,korean
就是他让我出来的,0,chinese
الماظة:لابد من معايرة العدادات وتوحيد التعريفة لكل القاطنين،التقديرات الجزافية ظلم ولابد أن تتوقف,0,arabic
那我可就管不着了,0,chinese
警察一个屁没放过,1,chinese
Do you walk past people and automatically think you’re defo a tory?,0,english
"아, 그럼 제가 체스 선수들과 같은 감동을 느낄 수 있겠네요.",1,korean
"오, 그러면 무료 샤워를 즐기실 수 있겠네요.",0,korean
"아, 그럼 당신의 이해력이 정말 대단하시군요.",0,korean
"I have nothing clever or fun, other than to say my heart breaks for Jade Carey. And THIS is why one touch warmups for event finals are so important ugh.",0,english
"오, 이렇게 열심히 하시면 헬스 트레이너도 가능하겠네요.",1,korean
"우와, 너 진짜 천재일지도 몰라.",1,korean
要不你帮某人也解解围呗,1,chinese
زائد_18 | منذر فؤاد يكتب: كيري يحاول إنقاذ الانقلاب في اليمن#كيري #اليمن #الحوثيين http http,0,arabic
越是表面上看起来很清白,1,chinese
그래요? 과일 깎는 것도 참 대단한 일이에요.,1,korean
그래도 유행을 따라가는 것도 중요하니까요.,1,korean
ريكي مارتن تزوج صاحبه السوري ؟ ياعيب الشوم البلا يفكرون يتبنوّن طب اذا كبروا حولهم كل الناس اب وام الا انتم اب و اب شلون تقنعونهم,1,arabic
去参观曙光四号院的楼盘,1,chinese
干完了啊等吃饭啊等吃饭呢,0,chinese
我说呢嘛连长不能那么小心眼嘛,0,chinese
"아, 그래. 넌 잠이 필요 없는 사람이니까.",1,korean
"그러게요. 더운 날은 어떻게든 참을 수 있지만, 추운 날은 정말 어렵죠. 진짜 열받아요.",0,korean
你干啥,0,chinese
"아하, 모두를 위해 접종을 미루시는군요.",1,korean
这总是个失误,0,chinese
그럼 아마 우리 집에서 어묵 파티를 해야겠네!,0,korean
"오, 그래. 네 다이어트 계획은 항상 내일부터니까.",0,korean
그럼 분명히 그라나다의 알람브라궁전에서 훌륭한 식사를 하실 수 있으실 거예요.,1,korean
Woah. This anime recommendation I am identifying with way too hard tbh. Because it is pretty spot on. It is also so dark I should probably not even mention the name. owo,0,english
恨那个姚精阿姨,0,chinese
user يعنى اغتصاب امه من جبهة النصرة حلو وحلال وزى الفل ..آآآآه ياعواهر,1,arabic
집안일이 너무 많아서 여유 시간이 없어요. 계속해서 일하고 있는 것 같아요.,0,korean
女人需要感动班长没感动她,0,chinese
삼겹살 요리하려고. 그런데 소스를 사 먹을 걸 그랬나 싶어.,0,korean
user: ياروافض بلا كلام وإلا سوف أخرج♦️♦️#العراق #بغداد #البصره #كربلاء #النجف #لبنان #البحرين #الكويت #قطر #سوريا #عمان #الأردن ht…,1,arabic
그럼 걷기를 추천드려요. 여름에는 더운 날씨 때문에 체력 소모가 크니까 걷기로도 충분한 운동 효과를 볼 수 있어요.,0,korean
"응, 정말 바쁜 하루가 될 것 같아.",0,korean
그럼 결혼이란 큰 도전이 기다리고 있는 거네요.,0,korean
어차피 게임 잘하는 건 무슨 재능이겠어요.,1,korean
Turning my head away from the ads that play at the gas pumps as a form of protest,0,english
그럼 정말로 웃음 폭탄 터질 것 같아.,1,korean
Honestly this weather is the best birthday present I could ever receive,0,english
그럼 너한테 매일 그 노래 들려줘야겠네.,0,korean
"아, 네가 그렇게 발을 고생시켜도 되나요?",0,korean
"Philosophers idolize Socrates. Some see themselves as emulating him, defending unpopular positions against mobs and the powerful. But often they're just lazy contrarians who refuse to do their homework.",0,english
"아, 뼈를 빼는 재미가 사라지겠네요.",0,korean
"그래도 곧 가을이 오니, 화창한 날씨와 예쁜 단풍을 기대하면서 단풍놀이를 즐기시면 될 것 같아요.",0,korean
现在六百块只换了三张罚单,1,chinese
user: احس جستن بيبر ريحته صنان,1,arabic
5 سقوط الكنيسة مع البابا المتطرف تواضروس مفهوم ومرتبط بالمصلحة فى تقويض مكانة وهيبة الاسلام فى مصر واستفاد بخبث من مبدأ استعمارى (فرق تسد,1,arabic
哎你说的巧克力你买没买啊,1,chinese
I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave. sweatingmyballsoff,1,english
الى من يعتبر الاخوان سلميين شاهد الان ضحايا اعتداءات الاخوان الوحشية على الابرياء في بين السرايات مع الاستاذ وائل الابراشي اخوان مجرمون,0,arabic
我不太会生活,0,chinese
"어머, 저렇게 고가의 샴푸를 사용하다니, 정말 부럽다.",1,korean
그럼 막대사탕으로라도 붙여볼까?,1,korean
Midwife means with woman be it a male or female midwife that's what we are there to do WomanCentredCare Thank you @USER and @USER for highlighting the work we do as midwives. Seeing a happy and healthy mum and baby knowing I made a difference allthethanksineed,0,english
肯定是不假外出呗,0,chinese
그럼 프라이드를 시켜야겠네요.,1,korean
user: قد يأتيك الابتلاء علي هيئة بوكيمون مش عارف تجيبه,1,arabic
user: تحية للشقيقة مصر على تصويتها لدحر الإرهاب في سوريا حماية للشعب السوري من وحشية عناصر التنظيمات الإرهابية #مصر_تصوت_لصالح_ال…,0,arabic
hey guys! i’m so happy to announce that i’m officially brain dead ️,1,english
"아, 그럼 저도 집에서 편하게 마약 옥수수 한 번 만들어 먹어볼까요?",0,korean
很没强调,1,chinese
user: أردوغان..السيسي..مرسي..أسماء تتداولها تغريدات تعكس استمرار صناعةالاصنامبدلا من الحديث عن أسس دول نتطلع للمنقذالبعض أنهاها…,1,arabic
"Also, two whole episodes this season with no D'avin at all. ️ killjoys",0,english
"편스토랑은 맛있는 음식을 보면서 배울 수 있고, 스트리트 우먼 파이터는 강렬한 댄스를 보면서 즐길 수 있어서 좋아합니다.",0,korean
您别担心了,0,chinese
"네, 그런대로 꽤나 쉽게 키울 수 있는 동물이죠.",1,korean
그럼 적립금을 계속 모으면 한 번에 큰 걸 사겠네요.,0,korean
when my sister was younger she made comic series called “harry potter loves bacon” in which harry potter discovered a love for bacon,0,english
user: #واشنطن_افتعلت١١سبتمبر اتوقع دي المفروض تحاسب عليها هيلاري كلنتون دعمت القاعدة في أفغنستان ضد الاتحاد سوفيتي ...! http,0,arabic
居然第二次结婚被人放鸽子,1,chinese
"그렇군요, 제가 정말로 복숭아 고르는 것에 탁월하다니 행운이네요.",1,korean
اليمنية| #المفلحي: القيادة اليمنية الشرعية رئاسة وحكومة حريصة على عملية السلامhttp http,0,arabic
简直一灭绝师太,1,chinese
الدفع بمواطنين من اجل ملاحقة الصحفيين قضائيا بتهمة إهانة الرئيس طريقة قديمة طالما استعملها مبارك وانتهت به في سجن طره هل يتعظ الرئيس مرسي,0,arabic
"아, 그럼 저도 그런 따뜻한 옷을 하나 사야겠군요.",1,korean
"아니야, 나는 다른 운동으로 바꾸지 않을 거야. 내가 다이어트 효과를 기대하는 건 아니니까.",0,korean
"아, 그렇군요. 그러면 참 여유로우신 분이세요.",1,korean
omg there’s a sheet of ice in front of my school. should I slip and fall?,1,english
Breaking news: @USER is going back to @USER. Wow! Just Wow. What a signing. What a transfer window for United. What a home coming. Love it.,0,english
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1,english
Lil Pump is the Nelson Mandela of our generation,1,english
user: “الحياة” السعودية تهاجم السيسي: مصر تعيش أوهام قيادة العالم العربي http http,1,arabic
"흠, 그게 진짜 효율적인 방법이겠군요.",1,korean
설탕 없이 석류 체리 맛이 나는 파우더라고 생각하면 돼. 사이다보다 훨씬 건강해.,0,korean
"아, 배터리 다 떨어지면 폰을 쉬게 할 수 있겠다, 굿 아이디어야!",1,korean
还是你们都的有搞头,0,chinese
没信号,0,chinese
그거 정말 식은 죽 먹기겠네요.,1,korean
그럼 아침에 좋은 운동이 되겠네요.,1,korean
اذا ابدعو فيه مثل هاري بوتر بتصير سلسله عظيمه,0,arabic
眼神飘忽语言重复,1,chinese
"okay ""deja vu"" is doing something for me that ""driver's license"" never did, and I think it might have something to do with those washed-out, low-fi drums that come in at like, 1:30. 10/10 production choice",0,english
واشنطن تحدد أسماء ضباط متورطين بقتل السوريين.. من ضمنهم سهيل الحسن#عنب_بلدي #سورياhttp,0,arabic
"그러게, 눈사람 만들 준비해야겠네.",1,korean
"아니에요, 제가 사실은 회 자체를 별로 좋아하지 않아요.",0,korean
user: #قروس يقولكم هاتوا ميسي وسواريز ونيمار بيجلدهم مثل ماجلد الهلال في ثلاث ايام رايح جاي #الاهلي_برشلونه http,1,arabic
评书挺好听的,0,chinese
그럼 당신은 고민을 즐기는 사람이시군요.,1,korean
좀 쉬다가 일자리를 찾을 생각입니다. 시험공부하느라 너무 힘들었거든요.,0,korean
"그들도 하루가 24시간밖에 없는데, 어쩌면 그들도 힘들지 않을까요?",0,korean
装个摄像头防贼呢,1,chinese
Can anybody explain why all hotel shampoo smells like the taste of grape flavored medicine?,0,english
그러면 제가 더욱 희망을 가져봐야겠군요.,1,korean
"아, 그렇군요. 착하고 성실한 사람, 찾기 정말 쉽겠어요.",1,korean
子乔说这是为了人类幸福的最大化,0,chinese
"그래, 개인 접시로 먹는 게 최고지! 이제야 이해하네.",0,korean
至少伙食费,0,chinese
user: @user #مصر_لن_تركعلانها نايمة شويةمش حتفوق الابالثورة#وتركع_شكرا_لله#ارحل_يا_سيسي http,0,arabic
"Love and kindness are never wasted. They always make a difference. They bless the one who receives them, and they bless you, the giver.” — Barbara De Angelis. BeKind inspirationalquote HTTPURL",0,english
ماذا_لو_المدارس_مختلطه سيفعلون هكذا ليتشبهو بالاجانب http,0,arabic
"아니야, 그냥 돈을 많이 주는 곳에서 일하고 싶어.",0,korean
그럼 우리는 당신을 공식적으로 먹보로 인정해야겠군요.,1,korean
"아, 뭐 그래도 넌 다이어트는 잘할 수 있겠다.",1,korean
@USER Rust is basically turning into Subnautica 2.,0,english
"그래, 거기 가서 생각하면 모든 문제가 해결될 거야.",1,korean
아 그럼 거의 소금물 마신 거랑 다를 게 없겠네.,0,korean
其实色厉内荏,1,chinese
"아, 그렇군요. 정말 대박 나겠네요.",1,korean
user: يعني كل هذه الجرائم في سوريا والأخوة في مصر يقولون نريد نعرف ماذا تريد إيران من سوريا واليمن,1,arabic
"아니, 그럼 다른 치킨집들에게 기회를 줄 수 있겠네요.",0,korean
"아니야, 바깥에 벌레 들어올지 모르니까.",0,korean
"그럼, 당신은 지브리 애니메이션을 보는 데 정말 열정적이신가 보네요.",1,korean
"그래, 난 너무 좋아. 비린내가 나는 생선 먹는 것보다 좋을 수가 없어.",1,korean
"그래, 코로나도 결혼식 하나 보고 싶었겠지.",0,korean
힘든 일 좋아하시는 분을 처음 뵙네요.,1,korean
그래서 우리 사무실이 생기 넘치는 것이 아닌가요?,1,korean
user @user سكته قبل اذبحه,0,arabic
그래도 당신의 건강을 위해서라면 차 한잔 정도는 괜찮지 않을까요?,0,korean
"아니, 너 자연주의자라서 그러는 거겠지.",1,korean
哎,0,chinese
i want :( a corn dog :(( so bad wtf :(((,0,english
主公此话在下万万不敢当,0,chinese
"아니, 집에서 뒹굴뒹굴하는 게 힘들다고요? 그게 얼마나 멋진 일인지 아시나요?",1,korean
너무 쉽게 얘기해서 그런 것 아닐까요?,0,korean
그러면 다이어트는 어떻게 하려고?,0,korean
"와, 진짜 획기적인 방법이네.",1,korean
他是个文盲是个大老粗,1,chinese
"아, 초밥집이 거의 없는 세상에 살고 계시는군요.",1,korean
你呀真是个小皮球,1,chinese
"아니, 너 원래 그렇게 코디 잘 하던 사람이었어?",0,korean
진짜? 귀엽다고? 내가 손톱을 물어뜯는 모습이?,0,korean
"아, 요가를 시작하시겠다니 정말 대단하십니다.",0,korean
你还有没有点出息,1,chinese
要不是队长发话了我告诉你,0,chinese
怎么突然开窍了,0,chinese
샤부샤부를 먹었어요.,0,korean
그럼 그게 다이어트에 딱 좋은 건데요. 맛있으면 더 많이 드실 수 있으니까요.,0,korean
يعني مصر كانت كافرة أيام الفاطميين؟,1,arabic
I want to do a puzzle while drunk again,0,english
그럼 우리 모두 다시 미니홈피를 꾸미러 가야겠군요.,0,korean
别被蒙个案子就了不起了,1,chinese
"우와, 너 정말 큰 손실을 겪고 있구나.",1,korean
그렇군요. 제주도는 그래도 우리가 오지 않아서 좀 편하겠네요.,0,korean
"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay!",1,english
"오, 그럼 우리나라는 풍요로운 비를 갖게 되었군요.",1,korean
"아, 훌륭한 경험이었겠네요. 기억에 남는 추억을 만드셨을 테니까요.",1,korean
"아, 집에서 독학으로 하는 것도 좋은 방법이겠네요.",0,korean
"아, 그래서 중식을 좋아하는구나. 그것도 신기한 방법이네요.",1,korean
子乔精神恢复得不错嘛,1,chinese
مواطنين في منطقة التربة #تعز يفيدون بسامعهم طائرات عمودية متوجهة الى المدينة شكلها عتكون ليلة غبراء#اليمن #صنعاء #عدن #صعدة #مآرب #السعودية,0,arabic
디자이너 브랜드가 돈을 벌기 위해 설계된 거 같아요.,0,korean
그럼 야구장은 정말로 완벽한 콘서트장이 될 것 같네요.,1,korean
是,0,chinese
"워우, 당신은 진짜 부자시네요.",0,korean
"충동구매도 계획적으로 하는군요. 아이스크림 보관 문제, 정말 흥미로운 도전이 되겠네요.",1,korean
بادافع عن واحد قال عني شخصيا عميل وخائن وجاسوس وتسبب في تشويه سمعتي عند كثير من المصريين! شفتي إزاي؟,1,arabic
그럼 우리 모두 약간의 고통은 감수해야겠네요.,1,korean
从过年开始到现在就没有消停过,0,chinese
لافروف: لعبة #أميركا في #سورية خطرة || http,0,arabic
关队的意思是,0,chinese
"와, 당신은 진짜 잠자는 데에도 전문가이시군요!",1,korean
بالصور ـ رماد #كاسترو يزور ضريح تشي #غيفاراhttp #cheguevara http,0,arabic
بعد أن سلموا #حلب ل #روسيا و #ايران وبعد أن هجروا أهلها #مجلس_اللا أمن يصوت بالاجماع على ارسال مراقبين للتأكد من عملية التهجير .#حلب_تباد,1,arabic
